input_text,target_text
<id> hari ini,<sambas> hari ito'
<sambas> hari ito',<id> hari ini
<id> hari ini,<sambas> hari ittok
<sambas> hari ittok,<id> hari ini
<id> kertas,<sambas> kerattas
<sambas> kerattas,<id> kertas
<id> memperhatikan,<sambas> meratikan
<sambas> meratikan,<id> memperhatikan
<id> tilam,<sambas> sedunni
<sambas> sedunni,<id> tilam
<id> berceceran,<sambas> belaceran
<sambas> belaceran,<id> berceceran
<id> permainan tebak-tebakan,<sambas> sinabak'an
<sambas> sinabak'an,<id> permainan tebak-tebakan
<id> permainan tebak-tebakan,<sambas> sinaba'an
<sambas> sinaba'an,<id> permainan tebak-tebakan
<id> permainan tebak-tebakan,<sambas> sinabaan
<sambas> sinabaan,<id> permainan tebak-tebakan
<id> kesana kemari,<sambas> siau layau
<sambas> siau layau,<id> kesana kemari
<id> istriku,<sambas> biniku
<sambas> biniku,<id> istriku
<id> suamiku,<sambas> lakiku
<sambas> lakiku,<id> suamiku
<id> istrimu,<sambas> binimu
<sambas> binimu,<id> istrimu
<id> suamimu,<sambas> lakimu
<sambas> lakimu,<id> suamimu
<id> istrinya,<sambas> bininye
<sambas> bininye,<id> istrinya
<id> suaminya,<sambas> lakinye
<sambas> lakinye,<id> suaminya
<id> bertumpuk,<sambas> belonggo'
<sambas> belonggo',<id> bertumpuk
<id> bertumpuk,<sambas> betumpok'
<sambas> betumpok',<id> bertumpuk
<id> tak peduli,<sambas> daan peduli
<sambas> daan peduli,<id> tak peduli
<id> teko,<sambas> ceret
<sambas> ceret,<id> teko
<id> teko,<sambas> ketel
<sambas> ketel,<id> teko
<id> serem,<sambas> sarram
<sambas> sarram,<id> serem
<id> talenan,<sambas> kude-kude
<sambas> kude-kude,<id> talenan
<id> kemaluan pria,<sambas> paler
<sambas> paler,<id> kemaluan pria
<id> habis tanpa sisa,<sambas> lingis
<sambas> lingis,<id> habis tanpa sisa
<id> habis tanpa sisa,<sambas> langis
<sambas> langis,<id> habis tanpa sisa
<id> celah,<sambas> callah
<sambas> callah,<id> celah
<id> mendengung,<sambas> bedangung
<sambas> bedangung,<id> mendengung
<id> mendengung,<sambas> bedassing
<sambas> bedassing,<id> mendengung
<id> bersama-sama,<sambas> besame-same
<sambas> besame-same,<id> bersama-sama
<id> bersama-sama,<sambas> besamesame
<sambas> besamesame,<id> bersama-sama
<id> keluarga,<sambas> nsanak
<sambas> nsanak,<id> keluarga
<id> ganjen,<sambas> birah
<sambas> birah,<id> ganjen
<id> panjang waktunya,<sambas> panjang waktunye'
<sambas> panjang waktunye',<id> panjang waktunya
<id> biru,<sambas> biru
<sambas> biru,<id> biru
<id> genap,<sambas> gannap
<sambas> gannap,<id> genap
<id> pondok,<sambas> dangau
<sambas> dangau,<id> pondok
<id> desa,<sambas> kampong
<sambas> kampong,<id> desa
<id> desa,<sambas> desa
<sambas> desa,<id> desa
<id> usil,<sambas> jajal
<sambas> jajal,<id> usil
<id> gelombang,<sambas> gelumbang
<sambas> gelumbang,<id> gelombang
<id> suara keras,<sambas> suare nyaring
<sambas> suare nyaring,<id> suara keras
<id> bajingan,<sambas> kurang ajar
<sambas> kurang ajar,<id> bajingan
<id> luka memar,<sambas> mattu darah
<sambas> mattu darah,<id> luka memar
<id> koyak,<sambas> sirah
<sambas> sirah,<id> koyak
<id> kesemsem,<sambas> tekidum
<sambas> tekidum,<id> kesemsem
<id> garuk,<sambas> garo'
<sambas> garo',<id> garuk
<id> nyeker,<sambas> lappa' ayam
<sambas> lappa' ayam,<id> nyeker
<id> nyeker,<sambas> lappak ayam
<sambas> lappak ayam,<id> nyeker
<id> sambut,<sambas> sambot
<sambas> sambot,<id> sambut
<id> tinggi sekali,<sambas> tinggi inyan
<sambas> tinggi inyan,<id> tinggi sekali
<id> benturan,<sambas> berampok
<sambas> berampok,<id> benturan
<id> bening,<sambas> banning
<sambas> banning,<id> bening
<id> mudah lupa,<sambas> lupa' lape'
<sambas> lupa' lape',<id> mudah lupa
<id> mudah lupa,<sambas> lupak lapek
<sambas> lupak lapek,<id> mudah lupa
<id> kebelet,<sambas> kedadasan
<sambas> kedadasan,<id> kebelet
<id> ludah,<sambas> luddah
<sambas> luddah,<id> ludah
<id> ternganga,<sambas> tengangak
<sambas> tengangak,<id> ternganga
<id> ternganga,<sambas> tenganga'
<sambas> tenganga',<id> ternganga
<id> tertawa terbahak,<sambas> ngakak
<sambas> ngakak,<id> tertawa terbahak
<id> tertawa terbahak,<sambas> ngakkal
<sambas> ngakkal,<id> tertawa terbahak
<id> lambat,<sambas> entet-entet
<sambas> entet-entet,<id> lambat
<id> lambat,<sambas> lambat
<sambas> lambat,<id> lambat
<id> sulit diharapkan,<sambas> payah diharapkan
<sambas> payah diharapkan,<id> sulit diharapkan
<id> itu,<sambas> iyye
<sambas> iyye,<id> itu
<id> bunuh,<sambas> bunoh
<sambas> bunoh,<id> bunuh
<id> jatuh,<sambas> tibuang
<sambas> tibuang,<id> jatuh
<id> lekat,<sambas> lakkat
<sambas> lakkat,<id> lekat
<id> memikir sesuatu,<sambas> merekke
<sambas> merekke,<id> memikir sesuatu
<id> memikir sesuatu,<sambas> meleke
<sambas> meleke,<id> memikir sesuatu
<id> memikir sesuatu,<sambas> mikerkan sesuatu
<sambas> mikerkan sesuatu,<id> memikir sesuatu
<id> malas,<sambas> malas
<sambas> malas,<id> malas
<id> nafas,<sambas> napas
<sambas> napas,<id> nafas
<id> ingin,<sambas> mao'
<sambas> mao',<id> ingin
<id> ingin,<sambas> maok
<sambas> maok,<id> ingin
<id> ingin,<sambas> na'
<sambas> na',<id> ingin
<id> wadah,<sambas> tampat
<sambas> tampat,<id> wadah
<id> kepengen,<sambas> carrat
<sambas> carrat,<id> kepengen
<id> pingin,<sambas> carrat
<sambas> carrat,<id> pingin
<id> alih,<sambas> aleh
<sambas> aleh,<id> alih
<id> buruan,<sambas> yo capat lah
<sambas> yo capat lah,<id> buruan
<id> gejala demam,<sambas> meriang
<sambas> meriang,<id> gejala demam
<id> menikah,<sambas> nikah
<sambas> nikah,<id> menikah
<id> bekas gigitan,<sambas> cangkit
<sambas> cangkit,<id> bekas gigitan
<id> terengah-engah,<sambas> angas
<sambas> angas,<id> terengah-engah
<id> terengah-engah,<sambas> hangas
<sambas> hangas,<id> terengah-engah
<id> memantul,<sambas> mantol
<sambas> mantol,<id> memantul
<id> meledak,<sambas> meladak
<sambas> meladak,<id> meledak
<id> tolol,<sambas> bangak
<sambas> bangak,<id> tolol
<id> serangga,<sambas> kerangge
<sambas> kerangge,<id> serangga
<id> sisa,<sambas> bakas
<sambas> bakas,<id> sisa
<id> sisa,<sambas> bagas
<sambas> bagas,<id> sisa
<id> nilai,<sambas> ponten
<sambas> ponten,<id> nilai
<id> nilai,<sambas> nilai
<sambas> nilai,<id> nilai
<id> menggigil,<sambas> ngelaggasan
<sambas> ngelaggasan,<id> menggigil
<id> tebal,<sambas> tabbal
<sambas> tabbal,<id> tebal
<id> nyesal,<sambas> nyassal
<sambas> nyassal,<id> nyesal
<id> mulus,<sambas> lanyum'
<sambas> lanyum',<id> mulus
<id> mulus,<sambas> mulus'
<sambas> mulus',<id> mulus
<id> maki,<sambas> carrut
<sambas> carrut,<id> maki
<id> gemuk,<sambas> gamok
<sambas> gamok,<id> gemuk
<id> buncit,<sambas> boncek
<sambas> boncek,<id> buncit
<id> berlubang,<sambas> bopeng
<sambas> bopeng,<id> berlubang
<id> tidak perlu repot,<sambas> usah nak kalut gilak
<sambas> usah nak kalut gilak,<id> tidak perlu repot
<id> terpesona,<sambas> tepesona
<sambas> tepesona,<id> terpesona
<id> menjadi-jadi,<sambas> makin jadi
<sambas> makin jadi,<id> menjadi-jadi
<id> menjadi-jadi,<sambas> makin nyadi
<sambas> makin nyadi,<id> menjadi-jadi
<id> tidak ikhlas,<sambas> an ikhlas
<sambas> an ikhlas,<id> tidak ikhlas
<id> tidak ikhlas,<sambas> dak ikhlas
<sambas> dak ikhlas,<id> tidak ikhlas
<id> begini,<sambas> gaito'
<sambas> gaito',<id> begini
<id> begini,<sambas> geto'
<sambas> geto',<id> begini
<id> begini,<sambas> gaitok
<sambas> gaitok,<id> begini
<id> begini,<sambas> getok
<sambas> getok,<id> begini
<id> tertawa terbahak-bahak,<sambas> ngakkal
<sambas> ngakkal,<id> tertawa terbahak-bahak
<id> tempo dulu,<sambas> ge' mare'
<sambas> ge' mare',<id> tempo dulu
<id> tempo dulu,<sambas> jaman dolok
<sambas> jaman dolok,<id> tempo dulu
<id> tempo dulu,<sambas> gekdolok
<sambas> gekdolok,<id> tempo dulu
<id> cepat,<sambas> cappat
<sambas> cappat,<id> cepat
<id> buaya,<sambas> jallu
<sambas> jallu,<id> buaya
<id> rasa,<sambas> rase
<sambas> rase,<id> rasa
<id> mulas,<sambas> mulas
<sambas> mulas,<id> mulas
<id> cukur,<sambas> cukor
<sambas> cukor,<id> cukur
<id> rata,<sambas> rate
<sambas> rate,<id> rata
<id> menghampiri,<sambas> magiek
<sambas> magiek,<id> menghampiri
<id> tuli,<sambas> tulek
<sambas> tulek,<id> tuli
<id> malak,<sambas> nakek
<sambas> nakek,<id> malak
<id> kebelet pipis,<sambas> kedaddassan
<sambas> kedaddassan,<id> kebelet pipis
<id> terimakasih,<sambas> makaseh
<sambas> makaseh,<id> terimakasih
<id> lumur,<sambas> lummor
<sambas> lummor,<id> lumur
<id> berlumur,<sambas> belumor
<sambas> belumor,<id> berlumur
<id> beri,<sambas> barek
<sambas> barek,<id> beri
<id> beri,<sambas> bare'
<sambas> bare',<id> beri
<id> kakek,<sambas> nek aki
<sambas> nek aki,<id> kakek
<id> memasak,<sambas> bemasak
<sambas> bemasak,<id> memasak
<id> berderai,<sambas> tiburai
<sambas> tiburai,<id> berderai
<id> berderai,<sambas> bedarai
<sambas> bedarai,<id> berderai
<id> kucel,<sambas> kotor
<sambas> kotor,<id> kucel
<id> kucel,<sambas> bakok
<sambas> bakok,<id> kucel
<id> gitu gitu,<sambas> geye geye
<sambas> geye geye,<id> gitu gitu
<id> mengasah,<sambas> ngansah
<sambas> ngansah,<id> mengasah
<id> musuh,<sambas> musoh
<sambas> musoh,<id> musuh
<id> saat ini,<sambas> kinnito'
<sambas> kinnito',<id> saat ini
<id> saat ini,<sambas> kinnitok
<sambas> kinnitok,<id> saat ini
<id> saat ini,<sambas> kin itok
<sambas> kin itok,<id> saat ini
<id> saat ini,<sambas> kin ito'
<sambas> kin ito',<id> saat ini
<id> tergelincir,<sambas> telincer
<sambas> telincer,<id> tergelincir
<id> penat,<sambas> panat
<sambas> panat,<id> penat
<id> busuk,<sambas> bangar
<sambas> bangar,<id> busuk
<id> kita,<sambas> kite
<sambas> kite,<id> kita
<id> kunci,<sambas> sondok
<sambas> sondok,<id> kunci
<id> harusnya,<sambas> kanda'ang
<sambas> kanda'ang,<id> harusnya
<id> empat,<sambas> ampat
<sambas> ampat,<id> empat
<id> kaleng,<sambas> canting
<sambas> canting,<id> kaleng
<id> mengeriput,<sambas> ngerisut
<sambas> ngerisut,<id> mengeriput
<id> mengeriput,<sambas> ngeriput
<sambas> ngeriput,<id> mengeriput
<id> coreng,<sambas> calar
<sambas> calar,<id> coreng
<id> jala,<sambas> jale
<sambas> jale,<id> jala
<id> licik,<sambas> bangsat
<sambas> bangsat,<id> licik
<id> curang,<sambas> bangsat
<sambas> bangsat,<id> curang
<id> curang,<sambas> singakal
<sambas> singakal,<id> curang
<id> tidak ada,<sambas> sean
<sambas> sean,<id> tidak ada
<id> join,<sambas> gabong
<sambas> gabong,<id> join
<id> join,<sambas> ikut
<sambas> ikut,<id> join
<id> gisul,<sambas> tukak
<sambas> tukak,<id> gisul
<id> kotoran telinga,<sambas> tek tulek
<sambas> tek tulek,<id> kotoran telinga
<id> kotoran telinga,<sambas> taek tulek
<sambas> taek tulek,<id> kotoran telinga
<id> kaku,<sambas> kako'
<sambas> kako',<id> kaku
<id> membuka paksa,<sambas> bukak pakse
<sambas> bukak pakse,<id> membuka paksa
<id> membuka paksa,<sambas> mukak pakse
<sambas> mukak pakse,<id> membuka paksa
<id> membuka paksa,<sambas> buka' pakse
<sambas> buka' pakse,<id> membuka paksa
<id> membuka paksa,<sambas> muka' pakse
<sambas> muka' pakse,<id> membuka paksa
<id> lanjit,<sambas> centil
<sambas> centil,<id> lanjit
<id> rangkul,<sambas> dako'
<sambas> dako',<id> rangkul
<id> rangkul,<sambas> rangkol
<sambas> rangkol,<id> rangkul
<id> mengerjakan semua,<sambas> ngerajekan semue
<sambas> ngerajekan semue,<id> mengerjakan semua
<id> paham,<sambas> ngerati
<sambas> ngerati,<id> paham
<id> setelah,<sambas> lakka'
<sambas> lakka',<id> setelah
<id> nama daun,<sambas> name daon
<sambas> name daon,<id> nama daun
<id> pemenggal kepala,<sambas> peneget
<sambas> peneget,<id> pemenggal kepala
<id> sebelum,<sambas> sebalom
<sambas> sebalom,<id> sebelum
<id> putih,<sambas> puteh
<sambas> puteh,<id> putih
<id> putih,<sambas> kappoh
<sambas> kappoh,<id> putih
<id> mendirikan,<sambas> nirikan
<sambas> nirikan,<id> mendirikan
<id> mendirikan,<sambas> ndirikan
<sambas> ndirikan,<id> mendirikan
<id> gundukan,<sambas> bandol
<sambas> bandol,<id> gundukan
<id> tumpul,<sambas> tumpol
<sambas> tumpol,<id> tumpul
<id> tikam,<sambas> tikam
<sambas> tikam,<id> tikam
<id> anak nakal,<sambas> biak soso
<sambas> biak soso,<id> anak nakal
<id> engkau,<sambas> kau
<sambas> kau,<id> engkau
<id> juga,<sambas> juak
<sambas> juak,<id> juga
<id> tidak sadar,<sambas> illang ladde
<sambas> illang ladde,<id> tidak sadar
<id> tidak sadar,<sambas> daan sadar
<sambas> daan sadar,<id> tidak sadar
<id> iya pasti di jaga,<sambas> aok pasti di jage
<sambas> aok pasti di jage,<id> iya pasti di jaga
<id> sepupu,<sambas> petungalan
<sambas> petungalan,<id> sepupu
<id> ejek,<sambas> ngolok
<sambas> ngolok,<id> ejek
<id> tuduh,<sambas> tudoh
<sambas> tudoh,<id> tuduh
<id> hirau,<sambas> irraw
<sambas> irraw,<id> hirau
<id> cepat habis,<sambas> capat abis
<sambas> capat abis,<id> cepat habis
<id> begitu,<sambas> giye
<sambas> giye,<id> begitu
<id> puas,<sambas> puas
<sambas> puas,<id> puas
<id> remang-remang,<sambas> kaddau
<sambas> kaddau,<id> remang-remang
<id> terlalu cantik,<sambas> cantek gilak
<sambas> cantek gilak,<id> terlalu cantik
<id> nyamuk,<sambas> nyamok
<sambas> nyamok,<id> nyamuk
<id> cubit,<sambas> kubbik
<sambas> kubbik,<id> cubit
<id> kulit terbakar sinar matahari,<sambas> kulik tebakar kanak sinar mateari
<sambas> kulik tebakar kanak sinar mateari,<id> kulit terbakar sinar matahari
<id> mengubah,<sambas> ngubah
<sambas> ngubah,<id> mengubah
<id> hidup kembali,<sambas> idup agek
<sambas> idup agek,<id> hidup kembali
<id> memelihara binatang,<sambas> miare binatang
<sambas> miare binatang,<id> memelihara binatang
<id> sanak saudara,<sambas> sanak sodare
<sambas> sanak sodare,<id> sanak saudara
<id> awas kamu harus bertanggung jawab,<sambas> awas kau harus tanggong jawab
<sambas> awas kau harus tanggong jawab,<id> awas kamu harus bertanggung jawab
<id> hubungan seksual,<sambas> ngentot
<sambas> ngentot,<id> hubungan seksual
<id> menggelantung,<sambas> kelek-kelek
<sambas> kelek-kelek,<id> menggelantung
<id> menenun,<sambas> nannun
<sambas> nannun,<id> menenun
<id> ketakutan,<sambas> sawan
<sambas> sawan,<id> ketakutan
<id> senggol,<sambas> nyenggol
<sambas> nyenggol,<id> senggol
<id> membawakan,<sambas> mawakkan
<sambas> mawakkan,<id> membawakan
<id> mata kena sinar terang,<sambas> mate kanak sinar tarang
<sambas> mate kanak sinar tarang,<id> mata kena sinar terang
<id> suka menangis,<sambas> penanak
<sambas> penanak,<id> suka menangis
<id> suka menangis,<sambas> memer
<sambas> memer,<id> suka menangis
<id> suka menangis,<sambas> suke menangis
<sambas> suke menangis,<id> suka menangis
<id> suka menangis,<sambas> suke nangis
<sambas> suke nangis,<id> suka menangis
<id> cengeng,<sambas> penanak
<sambas> penanak,<id> cengeng
<id> cengeng,<sambas> memer
<sambas> memer,<id> cengeng
<id> disana,<sambas> disinun
<sambas> disinun,<id> disana
<id> memancing ikan dengan cara pancing ditinggalkan,<sambas> ngael ikan pakai kael yang ditinggalkan
<sambas> ngael ikan pakai kael yang ditinggalkan,<id> memancing ikan dengan cara pancing ditinggalkan
<id> pas-pasan,<sambas> simakai
<sambas> simakai,<id> pas-pasan
<id> kulum,<sambas> lullum
<sambas> lullum,<id> kulum
<id> gulung,<sambas> gullong
<sambas> gullong,<id> gulung
<id> kue bolu,<sambas> bahulu
<sambas> bahulu,<id> kue bolu
<id> udahla,<sambas> udahlah
<sambas> udahlah,<id> udahla
<id> getah,<sambas> gattah
<sambas> gattah,<id> getah
<id> gelap,<sambas> gallap
<sambas> gallap,<id> gelap
<id> pengemis,<sambas> pengamis
<sambas> pengamis,<id> pengemis
<id> panggilan untuk ayah,<sambas> panggelan untok ayah
<sambas> panggelan untok ayah,<id> panggilan untuk ayah
<id> empedal,<sambas> badal
<sambas> badal,<id> empedal
<id> pembohong,<sambas> pembulak
<sambas> pembulak,<id> pembohong
<id> hambar,<sambas> masse'
<sambas> masse',<id> hambar
<id> hambar,<sambas> tawar
<sambas> tawar,<id> hambar
<id> gigi tumbuh bertimpa,<sambas> gigi tumboh betimpak
<sambas> gigi tumboh betimpak,<id> gigi tumbuh bertimpa
<id> wadah,<sambas> wadah
<sambas> wadah,<id> wadah
<id> belum disunat,<sambas> kullup
<sambas> kullup,<id> belum disunat
<id> labu,<sambas> peranggi
<sambas> peranggi,<id> labu
<id> putar,<sambas> kissar
<sambas> kissar,<id> putar
<id> bolak-balik,<sambas> kilek-kulu
<sambas> kilek-kulu,<id> bolak-balik
<id> mulai marah,<sambas> ngangat
<sambas> ngangat,<id> mulai marah
<id> kenapa sekarang jaman sulit yah,<sambas> ngape kinitok jaman susah i
<sambas> ngape kinitok jaman susah i,<id> kenapa sekarang jaman sulit yah
<id> ikan lele,<sambas> ikan kale'
<sambas> ikan kale',<id> ikan lele
<id> pukimak,<sambas> kimak
<sambas> kimak,<id> pukimak
<id> sendawa,<sambas> raggak
<sambas> raggak,<id> sendawa
<id> bahaya,<sambas> bahaye
<sambas> bahaye,<id> bahaya
<id> bangun kesiangan,<sambas> mbunto'
<sambas> mbunto',<id> bangun kesiangan
<id> bangun kesiangan,<sambas> munto'
<sambas> munto',<id> bangun kesiangan
<id> bangun kesiangan,<sambas> mbuntok
<sambas> mbuntok,<id> bangun kesiangan
<id> bangun kesiangan,<sambas> muntok
<sambas> muntok,<id> bangun kesiangan
<id> bangun kesiangan,<sambas> bangun kesiangan
<sambas> bangun kesiangan,<id> bangun kesiangan
<id> mengaku,<sambas> ngako'
<sambas> ngako',<id> mengaku
<id> mengaku,<sambas> ngakok
<sambas> ngakok,<id> mengaku
<id> corak,<sambas> currak
<sambas> currak,<id> corak
<id> tegak lurus,<sambas> cagat
<sambas> cagat,<id> tegak lurus
<id> kebaya,<sambas> kebaye
<sambas> kebaye,<id> kebaya
<id> pas,<sambas> simakai
<sambas> simakai,<id> pas
<id> meja,<sambas> meje
<sambas> meje,<id> meja
<id> alur,<sambas> alor
<sambas> alor,<id> alur
<id> suka jalan jalan,<sambas> suke jalan jalan
<sambas> suke jalan jalan,<id> suka jalan jalan
<id> kayuh cepat,<sambas> kayoh capat
<sambas> kayoh capat,<id> kayuh cepat
<id> pasir,<sambas> paser
<sambas> paser,<id> pasir
<id> gigi tumbuh bertimpa,<sambas> gigi tumbok betimpak
<sambas> gigi tumbok betimpak,<id> gigi tumbuh bertimpa
<id> diteriaki,<sambas> kanak keraokek
<sambas> kanak keraokek,<id> diteriaki
<id> ceret,<sambas> ketel
<sambas> ketel,<id> ceret
<id> sendirian,<sambas> senyorang
<sambas> senyorang,<id> sendirian
<id> hajatan,<sambas> hajatan
<sambas> hajatan,<id> hajatan
<id> melilit,<sambas> muntal
<sambas> muntal,<id> melilit
<id> menghayal,<sambas> merajab
<sambas> merajab,<id> menghayal
<id> sekarang kau,<sambas> itok kau
<sambas> itok kau,<id> sekarang kau
<id> ambil,<sambas> ambek
<sambas> ambek,<id> ambil
<id> menghayau,<sambas> ngayau
<sambas> ngayau,<id> menghayau
<id> ganteng,<sambas> kaca'
<sambas> kaca',<id> ganteng
<id> orang yang mengadili perkara,<sambas> urang yang ngadelek pekare
<sambas> urang yang ngadelek pekare,<id> orang yang mengadili perkara
<id> melobi,<sambas> ngaloi
<sambas> ngaloi,<id> melobi
<id> genit,<sambas> sundal
<sambas> sundal,<id> genit
<id> langkah,<sambas> langkah
<sambas> langkah,<id> langkah
<id> menutup dengan kain,<sambas> nutup pakai kaing
<sambas> nutup pakai kaing,<id> menutup dengan kain
<id> pepaya,<sambas> batek
<sambas> batek,<id> pepaya
<id> lengan tak bisa diluruskan,<sambas> langan daan bise diluruskan
<sambas> langan daan bise diluruskan,<id> lengan tak bisa diluruskan
<id> kucel,<sambas> bakko'
<sambas> bakko',<id> kucel
<id> sumbing,<sambas> bisang
<sambas> bisang,<id> sumbing
<id> aku ingin makan lauk ayam,<sambas> aku nak makan laok ayam
<sambas> aku nak makan laok ayam,<id> aku ingin makan lauk ayam
<id> masuk,<sambas> masok
<sambas> masok,<id> masuk
<id> dandan,<sambas> massen
<sambas> massen,<id> dandan
<id> lanjut,<sambas> lanjut
<sambas> lanjut,<id> lanjut
<id> tidak pas,<sambas> bisingka'
<sambas> bisingka',<id> tidak pas
<id> tidak pas,<sambas> bisingkak
<sambas> bisingkak,<id> tidak pas
<id> tidak pas,<sambas> besingka'
<sambas> besingka',<id> tidak pas
<id> tidak pas,<sambas> besingkak
<sambas> besingkak,<id> tidak pas
<id> ngangkang,<sambas> ngengkang
<sambas> ngengkang,<id> ngangkang
<id> bodoh,<sambas> tuyak
<sambas> tuyak,<id> bodoh
<id> dijadikan istri kedua,<sambas> kanak jadikan bini kedua
<sambas> kanak jadikan bini kedua,<id> dijadikan istri kedua
<id> benak,<sambas> bannak
<sambas> bannak,<id> benak
<id> degil suka menggannggu,<sambas> jajal suke ngacau
<sambas> jajal suke ngacau,<id> degil suka menggannggu
<id> makanan bayi,<sambas> makanan biak kacik
<sambas> makanan biak kacik,<id> makanan bayi
<id> pemarah,<sambas> pemanas
<sambas> pemanas,<id> pemarah
<id> mengambil dan mengumpulkan cairan karet kedalam ember,<sambas> ngambek dan ngumpolkan caeran karet kedalam ember
<sambas> ngambek dan ngumpolkan caeran karet kedalam ember,<id> mengambil dan mengumpulkan cairan karet kedalam ember
<id> kena,<sambas> kanna'
<sambas> kanna',<id> kena
<id> kena,<sambas> kannak
<sambas> kannak,<id> kena
<id> orang,<sambas> urang
<sambas> urang,<id> orang
<id> lebih,<sambas> labbeh
<sambas> labbeh,<id> lebih
<id> sifat kegila-gilaan,<sambas> antu bale
<sambas> antu bale,<id> sifat kegila-gilaan
